timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,ttl,tcp_flags,attack_type
1742702909.796649,198.51.100.220,172.31.108.46,43081,22,SSH,492,128,28.0,normal
1742702909.898946,198.51.100.98,10.0.0.178,25046,587,SMTP,374,64,14.0,normal
1742702911.108509,192.168.1.181,104.21.175.143,29301,80,HTTP,1449,64,13.0,normal
1742702911.716623,10.136.193.229,109.227.227.223,51222,587,SMTP,489,128,58.0,normal
1742702911.794282,203.0.113.218,192.168.1.40,21409,80,HTTP,1267,64,35.0,normal
1742702912.149143,211.106.154.74,192.168.1.87,34623,20,FTP,1232,64,7.0,normal
1742702912.418455,192.168.1.72,203.0.113.234,46170,8080,HTTP,611,128,47.0,normal
1742702915.045057,203.0.113.250,10.130.71.229,46802,8080,HTTP,815,128,44.0,normal
1742702915.049741,10.76.160.170,203.0.113.72,41440,8080,HTTP,1180,128,49.0,normal
1742702915.777491,198.51.100.145,192.168.1.143,59692,443,HTTPS,1214,128,13.0,normal
1742702916.30478,57.228.93.123,10.17.2.137,42039,443,TLS,514,128,7.0,normal
1742702918.168675,10.70.33.206,104.18.246.134,42941,20,FTP,1029,64,49.0,normal
1742702918.28188,198.51.100.31,172.21.252.209,34863,53,UDP,112,128,,normal
1742702918.733865,104.26.49.33,172.28.92.231,35660,53,DNS,121,32,,normal
1742702923.878742,192.168.1.182,184.18.139.100,49924,53,DNS,220,32,,normal
1742702924.524025,192.168.1.94,104.19.235.236,42159,443,HTTPS,214,128,35.0,normal
1742702924.80773,10.101.169.130,104.17.30.151,14122,8443,HTTPS,887,128,36.0,normal
1742702925.197092,196.123.100.52,192.168.1.141,46124,443,TCP,750,32,35.0,normal
1742702926.140256,10.239.6.43,3.234.171.126,22000,22,SSH,424,64,58.0,normal
1742702926.22826,198.51.100.170,192.168.1.249,47584,22,TCP,167,128,62.0,normal
1742702927.279706,10.125.117.37,203.0.113.219,46518,0,ICMP,90,64,,normal
1742702927.324936,192.168.1.111,198.51.100.76,15094,8080,HTTP,306,32,46.0,normal
1742702927.547425,104.29.27.239,172.20.132.130,13436,53,DNS,123,64,,normal
1742702927.853479,104.16.235.62,10.0.75.244,12111,443,TLS,208,128,19.0,normal
1742702928.7197,209.158.225.111,192.168.1.129,34476,80,TCP,659,64,54.0,normal
1742702928.915981,172.27.163.4,203.0.113.33,52819,22,SSH,213,32,18.0,normal
1742702929.010211,172.22.123.127,153.218.93.92,31788,443,TCP,224,32,47.0,normal
1742702929.927392,172.16.0.150,104.17.99.146,54345,8080,HTTP,222,32,58.0,normal
1742702931.397249,104.18.137.236,10.0.0.46,45625,443,HTTPS,1350,32,18.0,normal
1742702932.44839,44.227.180.61,192.168.1.27,40920,162,SNMP,144,64,,normal
1742702933.827376,104.28.251.29,192.168.1.209,49704,53,DNS,208,128,,normal
1742702933.911367,192.168.1.245,203.0.113.202,60704,161,UDP,797,64,,normal
1742702934.389371,172.24.0.199,104.31.219.76,29134,80,TCP,399,32,37.0,normal
1742702934.690992,192.168.1.12,104.28.158.72,48509,53,DNS,95,32,,normal
1742702934.85689,172.16.0.162,198.51.100.41,24128,123,NTP,206,32,,normal
1742702934.923188,172.16.0.189,104.24.221.223,61947,443,HTTPS,423,32,23.0,normal
1742702935.567386,172.22.179.137,203.0.113.55,51977,53,DNS,280,32,,normal
1742702935.817947,192.168.1.181,203.0.113.70,60797,443,TLS,583,32,34.0,normal
1742702936.020444,172.16.0.149,203.0.113.5,13241,25,SMTP,630,64,41.0,normal
1742702936.448438,172.16.164.73,104.22.150.197,11869,53,DNS,147,32,,normal
1742702937.04055,192.84.28.58,10.50.208.67,22587,3389,RDP,703,32,,normal
1742702938.5198,172.16.0.24,198.51.100.39,45136,8443,HTTPS,465,128,17.0,normal
1742702939.864006,192.168.1.238,203.0.113.171,14104,443,HTTPS,1368,128,49.0,normal
1742702940.323162,10.11.172.93,104.27.103.124,11963,443,TCP,377,32,24.0,normal
1742702940.850963,172.21.8.247,198.51.100.101,30566,123,NTP,85,64,,normal
1742702941.470268,104.20.147.89,192.168.1.186,17660,443,HTTPS,977,64,51.0,normal
1742702941.491947,192.168.1.142,135.31.53.134,27696,8080,HTTP,1130,128,42.0,normal
1742702943.531431,203.0.113.211,192.168.1.48,29479,80,HTTP,767,32,62.0,normal
1742702944.049545,104.24.199.127,192.168.1.179,31563,67,DHCP,484,64,,normal
1742702947.371256,192.168.1.166,203.0.113.73,12297,8443,HTTPS,823,32,4.0,normal
1742702949.312514,192.168.1.151,198.51.100.239,24089,53,DNS,77,64,,normal
1742702950.929894,192.168.1.172,203.0.113.27,50894,8443,HTTPS,1000,32,35.0,normal
1742702952.845113,10.44.171.110,203.0.113.190,26045,80,HTTP,1153,128,1.0,normal
1742702952.925743,192.168.1.128,44.70.147.170,13761,80,HTTP,283,32,33.0,normal
1742702953.05003,172.16.0.114,18.225.110.44,57579,80,HTTP,502,64,20.0,normal
1742702956.292622,10.220.62.35,104.31.45.82,57881,8443,HTTPS,253,128,26.0,normal
1742702957.461522,203.0.113.244,172.30.96.164,55380,443,TLS,284,128,33.0,normal
1742702960.440706,79.121.174.199,192.168.1.29,26991,80,HTTP,1485,32,53.0,normal
1742702960.5035,198.51.100.178,10.179.112.49,15501,443,TLS,694,32,36.0,normal
1742702962.023855,172.22.221.114,198.51.100.73,31255,20,FTP,287,32,9.0,normal
1742702962.711394,10.0.0.69,104.19.238.198,55885,80,HTTP,1240,128,42.0,normal
1742702963.228873,172.24.88.104,42.103.26.129,45050,80,HTTP,1111,32,59.0,normal
1742702963.520693,192.168.1.145,208.197.138.201,35222,8080,HTTP,454,32,35.0,normal
1742702963.703764,73.16.176.238,10.0.0.217,23112,25,TCP,586,32,53.0,normal
1742702963.959036,192.168.1.243,203.0.113.250,11333,22,SSH,402,64,50.0,normal
1742702964.868967,10.245.211.107,104.17.131.103,65416,443,HTTPS,1138,32,31.0,normal
1742702969.302997,192.168.1.148,5.18.31.199,31338,21,TCP,756,64,58.0,normal
1742702969.584053,192.168.1.148,198.51.100.62,33472,443,TCP,656,64,58.0,normal
1742702969.616709,192.168.1.216,198.51.100.61,56505,80,HTTP,1325,128,56.0,normal
1742702969.953172,10.0.0.19,222.86.240.189,56861,8080,HTTP,1027,32,49.0,normal
1742702970.365322,203.0.113.170,192.168.1.147,56572,443,TLS,523,128,59.0,normal
1742702973.990368,10.0.0.124,59.64.244.218,50995,443,TLS,390,64,27.0,normal
1742702975.601132,192.168.1.95,90.138.203.217,13590,53,DNS,296,128,,normal
1742702976.019653,172.16.0.139,90.215.145.68,28466,443,HTTPS,1317,128,34.0,normal
1742702977.331737,172.16.0.153,104.29.133.99,53484,22,SSH,281,128,34.0,normal
1742702977.49253,192.168.1.253,203.0.113.222,63859,8443,HTTPS,945,32,4.0,normal
1742702978.942276,104.16.25.86,172.16.0.41,53366,53,UDP,300,32,,normal
1742702980.004768,104.19.211.117,10.48.45.170,19070,80,HTTP,1312,64,56.0,normal
1742702982.347333,198.51.100.111,192.168.1.87,43398,22,TCP,172,128,63.0,normal
1742702982.763054,172.16.0.16,56.55.79.63,48746,8443,HTTPS,729,64,57.0,normal
1742702982.970958,104.24.167.216,192.168.1.200,13742,445,SMB,1296,128,,normal
1742702983.414314,198.51.100.16,172.16.0.155,41000,443,TCP,485,32,59.0,normal
1742702984.606183,192.168.1.37,203.0.113.130,44891,53,DNS,193,64,,normal
1742702984.897242,10.0.0.231,198.51.100.202,12784,21,TCP,346,64,25.0,normal
1742702984.913619,10.12.224.63,104.31.87.233,48810,53,UDP,432,32,,normal
1742702987.282141,10.0.0.4,104.27.47.188,31135,123,UDP,712,64,,normal
1742702987.520213,172.16.0.215,203.0.113.76,15428,443,HTTPS,1299,32,37.0,normal
1742702990.916224,192.168.1.210,203.0.113.239,31998,8443,HTTPS,1316,64,33.0,normal
1742702992.847436,192.168.1.195,198.51.100.175,14880,161,SNMP,91,32,,normal
1742702993.046953,178.166.193.80,10.203.69.60,62875,80,HTTP,937,128,39.0,normal
1742702996.554378,172.23.185.228,198.51.100.124,24332,21,TCP,148,128,20.0,normal
1742702996.885253,203.0.113.159,172.26.75.112,61381,80,HTTP,1415,32,49.0,normal
1742702997.260178,10.0.0.178,31.203.138.83,23632,8443,HTTPS,261,64,62.0,normal
1742703000.332643,192.168.1.242,198.51.100.86,26014,80,HTTP,672,64,14.0,normal
1742703000.869977,10.245.173.35,198.51.100.138,40547,443,HTTPS,848,64,10.0,normal
1742703001.598575,10.83.0.32,78.141.120.1,32700,0,ICMP,227,64,,normal
1742703002.044604,192.168.1.189,198.51.100.193,42508,443,HTTPS,968,64,32.0,normal
1742703002.779188,192.168.1.73,65.166.9.9,42831,8443,HTTPS,805,32,22.0,normal
1742703003.231393,10.0.0.250,107.132.194.97,61535,80,HTTP,1306,32,51.0,normal
1742703004.171566,47.188.126.166,172.16.5.213,20600,0,ICMP,145,64,,normal
1742703004.522614,192.168.1.66,104.29.167.187,63254,443,TLS,528,64,53.0,normal
1742703005.007426,172.16.116.236,203.0.113.172,16925,443,HTTPS,808,32,30.0,normal
1742703007.621971,104.18.55.77,192.168.1.56,13974,22,SSH,799,32,47.0,normal
1742703008.928429,192.168.1.47,33.233.35.46,22905,443,HTTPS,1240,64,7.0,normal
1742703009.493638,192.168.1.6,176.113.45.135,15374,8443,HTTPS,1071,64,44.0,normal
1742703010.638133,34.84.108.170,10.112.13.111,36846,8443,HTTPS,1192,32,45.0,normal
1742703011.759383,172.28.48.65,203.0.113.229,50025,8443,HTTPS,1308,32,25.0,normal
1742703012.255177,10.130.151.239,198.51.100.162,35676,8443,HTTPS,516,32,29.0,normal
1742703013.57814,10.233.114.244,198.51.100.56,13061,80,HTTP,1448,32,21.0,normal
1742703014.716161,10.223.85.141,104.26.188.5,35231,0,ICMP,285,32,,normal
1742703016.552295,10.29.66.33,169.120.98.195,54905,80,HTTP,835,32,57.0,normal
1742703016.571967,209.254.8.149,192.168.1.97,64317,443,TLS,506,64,18.0,normal
1742703016.616554,10.22.42.74,104.22.188.61,44788,8080,HTTP,687,128,60.0,normal
1742703020.759048,172.22.18.216,104.16.11.189,38324,22,TCP,228,64,28.0,normal
1742703021.630488,174.247.220.30,10.0.0.177,10226,21,TCP,304,32,51.0,normal
1742703022.366109,10.57.100.239,203.0.113.159,15000,8443,HTTPS,1238,32,34.0,normal
1742703022.623372,203.0.113.183,10.182.221.146,42052,8443,HTTPS,505,32,5.0,normal
1742703023.273465,172.16.0.228,104.26.16.88,19101,1900,UDP,481,64,,normal
1742703024.743443,10.112.20.53,198.51.100.71,17574,8443,HTTPS,420,64,19.0,normal
1742703025.303192,192.168.1.84,22.127.154.169,20346,587,SMTP,161,32,6.0,normal
1742703027.279694,192.168.1.66,104.26.140.154,17034,8443,HTTPS,328,32,18.0,normal
1742703028.35774,203.0.113.228,172.18.213.254,55565,80,HTTP,763,64,18.0,normal
1742703028.538284,172.29.75.231,198.51.100.17,28203,8443,HTTPS,218,128,15.0,normal
1742703031.423718,192.168.1.117,203.0.113.238,41878,22,TCP,284,64,28.0,normal
1742703031.553495,192.168.1.87,104.17.54.15,20759,443,HTTPS,374,128,61.0,normal
1742703034.946147,172.16.0.144,218.102.216.44,39117,80,HTTP,1276,128,58.0,normal
1742703035.56379,10.169.192.228,203.0.113.111,48488,80,TCP,365,64,40.0,normal
1742703036.553892,10.175.184.197,203.0.113.20,13554,80,HTTP,942,128,6.0,normal
1742703037.005596,172.31.12.150,13.75.148.82,23768,80,HTTP,1287,32,37.0,normal
1742703038.638801,10.97.240.11,36.74.85.75,37218,8080,HTTP,1079,32,22.0,normal
1742703039.288759,10.114.129.227,198.51.100.207,12608,21,TCP,251,64,6.0,normal
1742703041.243186,104.31.241.186,192.168.1.5,17911,21,FTP,503,32,60.0,normal
1742703042.875569,133.207.153.244,192.168.1.4,62420,22,TCP,739,128,26.0,normal
1742703043.038392,198.51.100.191,172.26.76.238,29008,443,HTTPS,1407,128,21.0,normal
1742703043.56416,10.28.14.152,198.51.100.74,24545,80,HTTP,246,32,31.0,normal
1742703044.394954,172.21.52.66,104.17.210.100,55917,3389,RDP,558,32,,normal
1742703044.555185,175.241.109.11,172.22.152.169,53381,443,HTTPS,540,128,20.0,normal
1742703046.433109,104.30.215.242,10.229.191.56,50603,162,SNMP,144,64,,normal
1742703050.390828,113.48.108.138,172.16.0.85,14689,8443,HTTPS,1398,64,57.0,normal
1742703050.95717,172.20.63.214,199.43.26.72,43332,53,UDP,200,64,,normal
1742703056.891225,192.168.1.226,104.19.78.65,15829,1900,UDP,696,128,,normal
1742703058.960357,10.67.105.195,39.22.97.178,35257,22,SSH,299,32,15.0,normal
1742703059.938719,10.0.0.39,198.51.100.1,22992,8443,HTTPS,253,64,29.0,normal
1742703060.767263,172.31.182.32,198.51.100.244,25712,8443,HTTPS,755,32,32.0,normal
1742703060.934471,172.21.120.224,203.0.113.42,35947,80,HTTP,1343,128,50.0,normal
1742703064.965413,10.230.173.17,104.30.237.60,62124,8443,HTTPS,610,64,10.0,normal
1742703065.082436,198.51.100.155,192.168.1.77,44712,445,SMB,242,128,,normal
1742703065.319661,10.255.0.42,104.23.164.82,34095,22,SSH,654,128,33.0,normal
1742703070.408059,192.168.1.80,112.253.243.206,46373,53,DNS,115,64,,normal
1742703073.007179,10.252.190.36,104.19.126.67,22592,8080,HTTP,374,32,51.0,normal
1742703073.583623,104.23.220.187,172.17.134.36,48376,8080,HTTP,922,32,1.0,normal
1742703074.689926,203.0.113.31,172.25.137.49,16533,587,SMTP,472,128,50.0,normal
1742703075.866664,198.51.100.240,192.168.1.222,64744,25,TCP,343,64,21.0,normal
1742703076.073876,198.51.100.224,172.26.147.50,54852,80,HTTP,1185,64,21.0,normal
1742703076.429109,172.16.0.162,104.25.156.73,12483,123,UDP,679,128,,normal
1742703076.453463,192.168.1.100,13.138.179.208,40711,8443,HTTPS,336,32,20.0,normal
1742703080.444295,10.26.106.63,4.172.27.183,10929,80,HTTP,533,128,61.0,normal
1742703080.887668,149.47.205.247,192.168.1.135,62476,443,HTTPS,308,32,39.0,normal
1742703084.244731,192.168.1.200,198.51.100.107,11729,443,TLS,135,32,40.0,normal
1742703085.56829,34.213.55.55,172.26.117.182,15898,3389,RDP,531,64,,normal
1742703086.736306,172.16.0.140,203.0.113.153,25888,0,ICMP,206,32,,normal
1742703087.724582,192.168.1.234,203.0.113.72,50446,443,HTTPS,544,32,35.0,normal
1742703087.737261,192.168.1.183,203.0.113.167,40828,80,HTTP,766,32,23.0,normal
1742703088.023358,10.0.0.18,164.154.101.209,36783,80,HTTP,1328,128,43.0,normal
1742703089.564701,203.0.113.216,10.90.227.48,20803,3389,RDP,737,32,,normal
1742703090.596505,172.26.207.130,203.0.113.251,42215,443,HTTPS,881,32,55.0,normal
1742703093.285141,172.21.89.8,218.146.255.97,59871,25,TCP,639,32,57.0,normal
1742703094.225786,214.187.210.79,10.78.166.43,34702,25,TCP,410,128,4.0,normal
1742703094.667926,172.16.0.199,77.17.99.12,28987,8080,HTTP,503,64,4.0,normal
1742703095.138574,10.30.220.126,177.218.206.15,62698,25,TCP,190,32,53.0,normal
1742703095.533665,192.168.1.92,104.18.27.179,52348,1900,UDP,471,64,,normal
1742703097.044044,172.25.146.124,77.42.88.9,51308,0,ICMP,133,32,,normal
1742703097.870345,10.110.142.69,203.0.113.148,13080,22,TCP,115,128,59.0,normal
1742703099.325797,203.0.113.241,172.28.182.118,30311,0,ICMP,197,64,,normal
1742703099.917025,192.168.1.213,203.0.113.104,31883,25,SMTP,294,64,53.0,normal
1742703101.658116,198.51.100.74,192.168.1.116,12723,3389,RDP,558,128,,normal
1742703103.124149,198.51.100.63,10.59.65.75,12861,8443,HTTPS,1479,128,41.0,normal
1742703108.550877,172.16.239.211,104.16.8.164,48102,443,HTTPS,327,64,56.0,normal
1742703110.577112,192.168.1.121,126.76.62.180,25108,587,SMTP,705,128,60.0,normal
1742703110.980689,70.36.39.16,192.168.1.237,48157,68,DHCP,576,128,,normal
1742703111.423815,172.16.0.224,198.51.100.139,54667,25,TCP,592,64,17.0,normal
1742703112.756786,192.168.1.31,104.17.165.202,38273,22,SSH,403,128,14.0,normal
1742703114.623727,192.168.1.4,162.93.244.93,25542,25,SMTP,675,128,46.0,normal
1742703115.179867,10.88.10.168,198.51.100.44,40625,80,HTTP,1112,128,56.0,normal
1742703115.254571,10.0.0.26,203.0.113.202,51918,22,TCP,446,64,38.0,normal
1742703116.163183,10.151.135.176,203.0.113.157,53440,445,SMB,857,64,,normal
1742703118.88872,118.186.192.230,172.28.100.121,53610,53,DNS,72,32,,normal
1742703120.841557,172.24.79.138,104.26.11.44,65007,445,SMB,1313,128,,normal
1742703121.516886,192.168.1.80,198.51.100.35,15773,80,HTTP,362,32,57.0,normal
1742703123.173581,10.94.54.113,137.28.80.100,33162,22,TCP,402,128,37.0,normal
1742703124.328496,172.16.0.84,64.101.245.164,54568,443,TCP,384,64,23.0,normal
1742703125.085855,192.168.1.56,198.51.100.232,58196,443,HTTPS,701,128,26.0,normal
1742703126.506901,172.16.0.3,203.0.113.88,14158,80,HTTP,910,128,55.0,normal
1742703130.094038,198.51.100.71,172.16.0.94,47541,8443,HTTPS,1329,128,56.0,normal
1742703133.227559,10.195.235.12,198.51.100.254,52592,53,DNS,228,128,,normal
1742703134.277126,192.168.1.19,119.2.116.250,21540,25,SMTP,107,128,29.0,normal
1742703134.955022,172.16.0.177,104.20.171.70,57766,80,HTTP,1030,32,39.0,normal
1742703136.19015,10.249.252.95,104.27.181.159,56924,587,SMTP,656,128,8.0,normal
1742703138.074442,10.91.69.64,102.232.6.130,58882,53,DNS,263,32,,normal
1742703139.293042,192.168.1.207,203.0.113.194,35108,8080,HTTP,528,64,56.0,normal
1742703139.493542,10.78.194.220,21.139.115.127,54834,21,TCP,586,32,51.0,normal
1742703139.836962,10.0.0.89,203.0.113.141,17470,8080,HTTP,1139,64,60.0,normal
1742703140.095188,10.55.117.191,203.0.113.53,43965,53,DNS,79,32,,normal
1742703140.508956,104.30.108.215,192.168.1.52,64645,25,TCP,681,128,10.0,normal
1742703141.128003,192.168.1.51,108.23.104.242,39215,443,TLS,706,32,8.0,normal
1742703141.292104,172.24.183.51,76.29.218.230,31240,23,TELNET,711,64,,normal
1742703143.102298,198.51.100.148,10.40.33.131,61871,25,SMTP,615,32,28.0,normal
1742703144.089225,104.18.197.58,192.168.1.97,26494,443,TLS,746,64,46.0,normal
1742703145.424353,192.168.1.220,203.0.113.105,45776,53,DNS,97,64,,normal
1742703145.46654,192.168.1.233,203.0.113.219,47161,21,TCP,331,64,25.0,normal
1742703146.024186,172.19.9.178,198.51.100.196,18253,443,HTTPS,758,128,26.0,normal
1742703147.908887,172.26.95.5,104.25.227.37,21696,53,DNS,196,128,,normal
1742703148.936629,192.168.1.183,104.31.176.50,40106,53,DNS,258,128,,normal
1742703149.324146,192.168.1.133,104.24.111.116,20364,443,TLS,148,32,52.0,normal
1742703151.471863,10.224.86.162,198.51.100.208,20003,67,DHCP,211,32,,normal
1742703151.848523,10.0.0.184,104.26.111.7,24461,161,UDP,522,64,,normal
1742703152.121766,172.16.0.110,203.0.113.187,14073,53,DNS,296,32,,normal
1742703152.342838,172.23.163.53,6.88.47.25,65181,8080,HTTP,1008,64,59.0,normal
1742703152.597045,10.0.0.115,104.24.178.96,59707,123,UDP,192,128,,normal
1742703154.83662,192.168.1.102,148.101.18.237,15615,53,DNS,134,32,,normal
1742703155.541398,10.0.0.2,104.24.43.252,21190,3389,RDP,347,32,,normal
1742703157.09652,10.0.0.14,23.4.75.242,33440,8080,HTTP,718,64,0.0,normal
1742703158.405714,172.22.4.66,104.28.29.36,17228,21,TCP,107,128,0.0,normal
1742703158.621967,35.123.73.99,192.168.1.168,64382,80,HTTP,519,32,11.0,normal
1742703161.643247,192.168.1.115,203.0.113.27,34307,8080,HTTP,319,128,58.0,normal
1742703165.033468,192.168.1.252,203.0.113.149,60531,80,HTTP,1107,64,47.0,normal
1742703165.229199,10.86.6.247,198.51.100.89,51869,8080,HTTP,1195,32,20.0,normal
1742703165.314098,172.16.0.215,198.51.100.13,51935,23,TELNET,414,128,,normal
1742703165.509326,192.168.1.73,198.51.100.219,16847,161,UDP,147,32,,normal
1742703169.481407,172.16.0.136,42.27.13.217,58299,53,UDP,789,32,,normal
1742703170.016975,203.0.113.194,192.168.1.15,55659,22,TCP,211,128,13.0,normal
1742703172.021439,192.168.1.31,104.17.110.20,16528,53,DNS,203,32,,normal
1742703173.260091,192.168.1.219,104.23.157.103,15048,443,TLS,468,64,25.0,normal
1742703173.449531,172.24.52.146,83.142.206.106,46439,8443,HTTPS,840,128,62.0,normal
1742703173.684782,10.0.0.28,203.0.113.252,12439,22,SSH,335,64,26.0,normal
1742703174.733775,198.51.100.17,192.168.1.41,53525,53,DNS,136,128,,normal
1742703177.777788,172.16.0.17,104.16.211.178,30412,20,FTP,514,128,10.0,normal
1742703178.736688,10.0.0.221,198.51.100.143,44614,8080,HTTP,975,128,57.0,normal
1742703179.633562,192.168.1.174,48.229.15.155,35242,8080,HTTP,265,32,20.0,normal
1742703180.315577,192.168.1.49,203.0.113.243,17793,443,TCP,783,32,15.0,normal
1742703183.748088,10.0.0.98,121.216.100.172,39814,67,DHCP,629,64,,normal
1742703184.428767,10.0.0.176,203.0.113.72,25386,443,HTTPS,1098,128,33.0,normal
1742703185.264737,65.244.70.211,192.168.1.142,28475,22,SSH,440,64,11.0,normal
1742703188.349719,203.0.113.122,10.9.106.43,24219,1900,UDP,564,64,,normal
1742703191.559824,10.252.39.147,104.29.67.5,13401,161,UDP,766,32,,normal
1742703192.234753,108.173.86.11,10.0.0.15,33731,443,TCP,218,128,8.0,normal
1742703195.148187,198.51.100.41,10.254.39.13,23508,3389,RDP,652,32,,normal
1742703197.648667,203.0.113.73,192.168.1.26,61202,23,TELNET,531,128,,normal
1742703198.523204,172.28.145.8,76.44.64.249,60750,587,SMTP,495,32,33.0,normal
1742703198.651911,192.168.1.248,92.64.226.233,21020,445,SMB,651,128,,normal
1742703201.712036,192.168.1.21,89.155.175.127,23471,443,TLS,268,32,50.0,normal
1742703201.824999,198.51.100.182,192.168.1.129,46751,80,HTTP,1440,128,36.0,normal
1742703204.790355,172.16.0.215,19.223.110.34,43385,8443,HTTPS,354,32,13.0,normal
1742703209.838994,10.0.0.75,198.51.100.89,55407,1900,UDP,643,32,,normal
1742703209.846467,192.168.1.72,203.0.113.176,21031,443,TLS,294,32,47.0,normal
1742703210.358011,10.18.177.123,210.69.172.196,17524,443,HTTPS,1048,128,29.0,normal
1742703211.482278,172.24.20.81,198.51.100.211,46694,8443,HTTPS,536,32,62.0,normal
1742703212.865119,10.143.41.225,95.153.10.139,14015,67,DHCP,153,128,,normal
1742703213.893155,172.28.145.112,198.51.100.167,24662,0,ICMP,86,128,,normal
1742703214.006564,116.52.233.177,10.250.142.25,11190,3389,RDP,594,128,,normal
1742703214.431206,172.21.127.75,198.51.100.16,50035,80,HTTP,1433,32,8.0,normal
1742703215.625062,10.0.0.236,203.0.113.33,49427,8443,HTTPS,1267,64,55.0,normal
1742703218.847611,10.0.0.158,82.84.191.218,62373,443,TLS,397,32,40.0,normal
1742703226.111245,10.226.234.50,198.51.100.233,61911,80,HTTP,571,32,15.0,normal
1742703227.07763,172.27.203.33,104.18.172.136,45733,8443,HTTPS,614,32,27.0,normal
1742703227.533849,192.168.1.245,198.51.100.252,50266,25,TCP,678,64,21.0,normal
1742703230.61805,172.26.153.5,203.0.113.191,64351,8443,HTTPS,268,128,25.0,normal
1742703230.706879,10.118.11.92,198.51.100.209,50176,0,ICMP,155,32,,normal
1742703231.089703,192.168.1.22,203.0.113.139,46179,53,DNS,286,128,,normal
1742703233.153066,10.117.192.196,198.51.100.177,63075,67,DHCP,204,32,,normal
1742703233.301809,207.66.92.39,10.119.158.4,21846,443,HTTPS,1407,128,20.0,normal
1742703233.501559,71.81.241.210,192.168.1.86,64179,22,TCP,741,32,27.0,normal
1742703234.086782,104.24.35.39,192.168.1.92,63016,443,HTTPS,229,128,34.0,normal
1742703234.2308,172.26.196.75,198.51.100.68,23046,443,TLS,167,64,62.0,normal
1742703235.503577,198.51.100.29,10.88.155.51,52849,25,TCP,395,32,20.0,normal
1742703237.451277,192.168.1.245,203.0.113.144,23191,68,DHCP,387,128,,normal
1742703238.190194,192.168.1.218,104.25.30.124,28922,443,TLS,516,128,17.0,normal
1742703238.418157,10.0.0.218,104.31.235.242,48387,8443,HTTPS,1102,32,44.0,normal
1742703238.553298,203.0.113.34,172.16.0.54,38015,80,TCP,354,32,34.0,normal
1742703238.819135,10.237.54.162,198.51.100.129,29409,8080,HTTP,1036,64,43.0,normal
1742703239.612198,192.168.1.102,198.51.100.218,24065,80,HTTP,491,64,29.0,normal
1742703239.646432,192.168.1.91,104.21.193.251,16314,443,TLS,178,32,44.0,normal
1742703242.216307,192.168.1.69,203.0.113.240,22440,21,TCP,375,32,58.0,normal
1742703242.444914,222.41.36.94,10.218.234.67,49178,53,DNS,173,64,,normal
1742703243.492931,192.168.1.12,203.0.113.61,27225,80,HTTP,525,128,39.0,normal
1742703243.676022,203.0.113.100,10.42.59.177,52365,443,HTTPS,1313,64,56.0,normal
1742703244.434463,172.16.0.95,182.180.209.55,25894,123,UDP,792,64,,normal
1742703244.46933,192.168.1.236,45.230.176.44,29478,53,DNS,175,64,,normal
1742703244.876004,203.0.113.7,192.168.1.110,22830,0,ICMP,235,128,,normal
1742703245.121204,192.168.1.188,57.166.208.55,61444,22,SSH,491,64,59.0,normal
1742703246.605569,198.51.100.131,172.18.195.229,23423,53,DNS,279,128,,normal
1742703247.0254,172.19.197.192,82.207.242.181,42534,80,HTTP,203,32,16.0,normal
1742703247.468289,192.168.1.211,104.16.89.36,61846,443,TCP,653,64,16.0,normal
1742703248.312136,160.159.101.180,172.23.39.106,17993,123,UDP,239,64,,normal
1742703248.8899,10.236.83.149,46.204.82.232,17658,68,DHCP,169,32,,normal
1742703249.314608,57.236.216.111,192.168.1.9,26632,443,TLS,650,128,39.0,normal
1742703252.450361,45.31.50.65,192.168.1.204,59602,587,SMTP,538,64,14.0,normal
1742703253.495665,18.71.230.82,192.168.1.21,46012,80,HTTP,973,64,10.0,normal
1742703253.861663,10.227.126.229,91.177.61.174,14889,443,TLS,254,128,59.0,normal
1742703254.381918,192.168.1.215,64.91.60.12,23372,445,SMB,1417,64,,normal
1742703255.234411,172.16.0.161,203.0.113.172,17238,8443,HTTPS,1457,32,41.0,normal
1742703255.737204,10.154.127.161,104.26.197.99,26915,8443,HTTPS,1289,128,46.0,normal
1742703256.100414,172.21.102.172,203.0.113.210,27477,443,TLS,626,32,56.0,normal
1742703256.627354,10.65.208.65,198.51.100.100,23645,162,SNMP,194,64,,normal
1742703257.931206,172.27.44.39,104.20.113.140,59059,25,TCP,749,64,15.0,normal
1742703259.296625,192.168.1.177,217.4.38.148,46021,22,SSH,409,128,63.0,normal
1742703260.864213,104.29.161.2,192.168.1.143,64325,443,TCP,692,128,58.0,normal
1742703261.517783,215.124.143.241,192.168.1.49,13363,3389,RDP,108,32,,normal
1742703262.065128,172.16.0.169,203.0.113.244,30869,8080,HTTP,316,128,11.0,normal
1742703262.388715,198.51.100.17,172.23.65.85,14637,123,UDP,195,128,,normal
1742703263.441994,10.226.110.27,53.182.10.134,51934,443,HTTPS,359,64,15.0,normal
1742703266.313824,29.140.152.55,192.168.1.57,16353,443,TLS,688,32,33.0,normal
1742703266.462666,192.168.1.214,198.51.100.152,23757,443,HTTPS,889,32,16.0,normal
1742703266.982846,10.239.126.58,104.19.168.187,50002,53,DNS,239,32,,normal
1742703267.867358,172.20.163.156,198.51.100.76,22511,22,TCP,289,128,50.0,normal
